22,36,14,51,55,6,34,27,50,38,24,18,68,63,32,62,46,17,26,74
17,57,38,52,44,23,13,72,50,43,71,40,58,77,26,51,67,54,14,49
73,63,20,43,44,42,34,58,53,76,40,7,39,70,59,26,4,46,8,55
8,64,19,58,48,56,67,74,78,51,65,39,71,32,3,33,37,63,47,53
36,47,49,69,26,30,32,39,44,41,21,56,70,57,74,61,79,14,75,20
24,42,1,78,74,18,7,15,36,29,13,31,73,62,60,22,6,19,32,64
41,35,66,47,27,63,45,18,51,43,55,69,77,42,32,3,10,72,21,16
21,66,42,43,32,53,3,58,4,65,28,7,13,29,16,8,49,77,73,56
12,38,16,1,20,43,60,26,77,72,19,4,49,32,27,70,8,50,51,17
52,34,70,28,39,6,36,71,2,50,15,5,18,21,57,54,51,7,35,17
43,54,30,46,23,51,27,62,36,13,11,14,66,15,53,45,6,73,50,25
9,44,10,57,59,71,52,65,17,5,49,61,18,11,77,16,4,39,64,34
7,41,20,12,67,52,17,60,19,38,51,65,62,77,63,48,29,47,69,70
1,26,68,79,28,27,21,65,62,51,16,45,54,6,48,44,43,5,61,71
79,75,50,21,22,73,16,80,37,36,43,56,14,54,12,1,18,76,64,26
37,66,25,76,18,57,41,62,49,22,14,54,23,21,7,8,19,43,20,16
74,26,22,58,51,53,35,60,23,2,46,43,18,76,75,68,42,14,21,34
28,30,31,76,34,49,68,11,8,10,19,38,58,54,7,26,74,59,2,46
76,41,32,16,21,20,78,50,70,12,26,34,7,37,2,31,69,67,38,14
79,75,52,72,73,66,64,28,18,67,54,40,42,2,21,6,39,22,47,30
38,9,18,23,44,15,14,53,3,64,43,45,59,48,65,1,80,54,49,74
67,75,43,54,8,57,28,42,9,33,45,12,41,1,34,35,25,66,7,10
52,56,25,75,22,36,10,59,33,16,28,63,76,37,35,60,8,61,80,5
10,9,32,36,62,75,57,31,55,78,20,35,51,13,54,27,56,34,66,50
71,16,76,35,28,17,41,6,32,72,64,56,36,38,31,77,78,23,11,40
53,47,67,58,61,13,48,68,32,3,49,24,25,39,41,14,50,80,2,78
28,49,10,70,68,15,44,76,46,64,60,26,31,2,62,54,56,5,40,58
4,52,16,46,33,48,7,2,67,74,5,17,14,12,49,40,41,58,43,8
25,15,22,30,54,52,39,5,9,75,18,3,23,27,76,40,14,50,17,74
8,1,41,39,28,50,31,38,78,65,58,13,37,17,76,21,32,56,35,48
32,63,4,80,60,33,70,72,25,52,59,54,68,2,40,65,8,44,9,64
67,20,21,4,59,28,54,46,9,31,19,33,38,68,55,22,15,78,52,3
62,67,52,48,68,55,76,19,45,46,53,24,2,11,6,25,38,35,1,70
70,55,65,54,45,47,28,8,52,61,34,15,31,32,27,80,30,36,21,33
20,27,40,71,14,70,1,36,49,73,42,57,30,78,50,79,8,39,10,44
73,69,13,76,9,10,59,63,56,55,12,49,70,57,34,6,39,33,44,18
54,39,59,21,2,38,9,30,37,4,70,18,55,50,49,48,44,42,68,45
31,71,39,8,12,4,61,78,42,53,67,26,50,2,9,35,40,14,30,3
50,43,8,13,69,37,17,62,18,39,30,23,22,27,10,70,54,11,64,40
8,14,76,11,9,27,42,43,73,68,79,44,31,36,4,64,70,66,24,23
12,76,57,19,20,15,40,48,27,45,71,49,39,52,30,70,69,6,21,72
32,5,73,16,60,8,51,25,13,20,77,65,70,38,68,7,37,23,58,41
10,26,75,17,23,44,49,45,4,41,54,68,71,53,80,70,65,63,79,66
31,5,6,28,63,36,15,9,57,51,72,3,59,75,8,2,49,70,76,1
37,20,16,55,53,34,74,75,22,61,67,71,73,12,78,48,13,18,72,24
49,64,36,18,1,17,77,73,50,15,21,44,67,57,19,63,41,58,66,56
74,11,63,35,75,21,34,9,31,5,38,49,1,39,77,28,15,18,27,52
30,24,19,39,69,6,33,46,60,79,51,68,26,75,76,23,45,52,11,32
11,10,17,68,20,13,31,12,64,29,9,58,41,40,63,73,61,57,52,50
20,9,43,59,28,2,24,35,46,47,56,10,69,31,65,58,12,26,75,37
28,8,54,13,36,29,76,40,47,4,39,74,27,72,37,31,73,20,46,26
11,17,7,63,12,71,36,5,70,39,51,37,27,23,56,44,9,50,13,72
15,6,22,8,50,25,11,4,7,54,31,16,74,72,36,80,46,9,30,34
8,60,77,14,73,65,7,71,62,25,24,67,68,29,6,56,40,55,57,76
68,64,50,36,58,45,35,76,60,6,54,78,7,27,51,77,46,74,8,69
57,4,70,26,40,46,45,2,47,31,9,80,10,29,17,32,51,11,71,19
24,12,50,54,2,72,57,56,79,10,33,60,17,25,3,66,78,65,5,77
11,2,77,74,17,32,15,20,7,48,59,63,66,56,37,55,27,12,49,75
12,20,36,7,75,46,52,54,51,30,56,71,80,15,53,62,38,60,78,16
17,18,33,44,11,25,58,63,20,29,37,80,23,54,75,65,3,47,70,2
80,19,11,55,16,29,13,53,79,37,5,57,52,54,21,71,66,14,76,64
30,4,34,17,46,47,2,19,38,13,41,8,74,27,61,9,52,29,51,59
54,76,49,7,10,45,18,73,64,69,15,52,16,74,5,1,40,26,79,22
38,51,48,59,71,7,11,27,30,73,58,2,42,20,12,24,64,21,26,37
