40,76,48,30,28,58,66,52,39,71,73,59,15,2,42,50,53,68,35,65
24,30,44,73,28,19,31,59,55,52,32,33,74,49,1,63,51,27,48,15
18,8,74,23,42,6,45,40,4,37,80,49,29,73,56,38,11,13,63,22
75,55,7,42,62,58,24,21,66,65,44,57,46,5,79,54,32,61,4,13
50,54,17,49,56,72,15,2,38,21,44,66,27,11,34,10,67,79,41,28
11,37,39,5,23,58,1,65,28,75,29,67,69,10,16,33,30,72,46,78
67,64,37,79,47,50,73,68,59,33,70,51,44,16,52,60,13,66,55,26
2,32,38,29,11,42,47,51,20,66,57,74,23,33,25,79,59,12,64,70
67,12,34,26,7,41,19,3,60,61,38,55,2,77,75,8,68,45,33,30
51,55,60,54,8,77,52,58,18,14,47,59,16,75,49,36,65,20,17,15
29,36,35,17,64,74,69,58,9,13,57,77,5,16,78,30,31,63,12,11
68,74,16,53,79,63,17,21,40,19,58,37,50,9,73,64,28,77,33,32
47,42,14,21,16,64,17,3,58,6,1,2,8,24,39,80,31,28,18,73
43,42,51,4,73,46,68,16,45,38,77,9,66,78,72,8,30,75,57,63
58,64,73,44,15,62,40,11,42,13,26,72,24,22,10,8,78,69,67,53
70,59,40,6,5,53,47,28,54,72,58,39,35,64,60,49,20,61,36,29
71,73,38,5,1,51,75,17,31,44,8,63,50,16,34,62,35,41,30,47
8,5,72,71,51,41,55,10,77,73,61,60,70,69,48,79,53,13,44,4
16,80,43,67,57,50,78,25,70,60,33,79,12,8,49,34,64,48,17,13
60,27,75,18,71,51,48,59,20,19,78,3,28,6,24,74,11,61,8,16
38,56,57,48,11,50,21,41,24,67,58,51,63,35,3,71,6,52,36,10
60,20,63,46,4,31,70,23,56,65,55,80,75,71,19,49,79,25,9,7
18,16,33,68,36,67,19,61,79,38,17,9,20,13,23,43,55,48,2,75
19,62,65,32,69,4,11,73,3,56,46,42,13,34,26,66,54,72,41,68
60,38,13,52,16,68,33,34,22,59,17,73,62,28,55,7,42,11,46,41
8,41,50,2,25,32,49,10,55,17,37,62,35,43,78,51,44,20,26,19
20,72,40,53,9,25,33,26,14,4,36,80,8,23,21,31,22,71,68,55
63,71,26,33,40,29,45,34,22,1,16,12,60,73,59,35,19,58,23,68
77,33,57,1,52,20,2,71,49,42,78,59,17,39,72,70,45,64,75,80
23,1,22,21,58,33,36,53,79,44,6,24,27,43,2,54,68,32,76,39
64,45,14,26,70,57,62,74,40,11,38,56,79,15,10,41,20,67,52,72
12,58,48,61,69,15,63,25,50,54,74,36,46,17,75,73,57,60,53,56
21,43,44,55,70,22,37,42,52,1,24,65,10,34,73,46,66,54,7,47
34,61,77,55,8,4,68,13,15,57,37,11,76,6,3,38,58,45,24,80
8,10,73,63,11,28,61,45,66,24,68,25,16,64,71,26,59,43,51,48
29,57,48,60,6,24,12,27,68,26,53,20,50,55,35,73,36,14,25,77
63,49,3,57,5,62,9,7,71,72,26,59,17,75,69,70,19,52,27,18
11,6,18,14,35,21,17,31,60,69,38,59,63,50,41,5,51,52,32,10
40,11,69,16,23,8,70,44,62,63,7,74,43,71,80,50,14,31,24,52
50,70,52,71,40,23,56,59,49,8,55,26,25,64,45,42,35,77,68,18
57,33,12,16,70,52,68,32,78,18,26,36,24,30,69,75,45,49,56,6
38,59,63,79,34,35,46,7,44,23,50,77,67,49,15,60,54,24,55,45
37,61,50,64,40,29,16,18,63,1,80,75,55,11,30,7,79,39,21,5
22,30,70,25,40,27,4,45,29,71,56,34,16,19,26,69,18,35,31,43
8,53,64,34,47,37,59,70,61,18,29,15,13,57,30,54,68,50,75,62
20,24,53,54,47,62,52,61,68,40,16,23,41,1,64,80,6,15,9,73
36,16,5,31,45,44,46,12,17,57,41,68,18,4,64,14,76,60,54,73
42,9,18,25,64,62,16,10,46,63,78,54,53,32,19,50,14,56,6,55
76,67,40,75,21,5,68,25,18,39,20,44,57,41,80,71,29,66,78,11
23,40,46,45,5,63,54,49,44,9,55,78,24,30,15,36,75,43,31,71
61,18,14,43,72,51,67,3,59,6,12,44,37,77,28,42,57,79,54,45
48,34,58,32,13,59,46,53,1,33,76,23,38,43,10,5,79,65,2,45
27,74,61,50,35,28,32,11,64,73,17,10,21,46,14,58,18,78,34,68
53,45,51,49,26,64,68,58,66,23,3,2,50,1,28,15,76,44,75,29
57,62,39,50,34,31,65,43,18,37,16,55,25,60,23,7,1,32,26,13
34,12,8,22,74,19,28,17,49,36,35,15,54,62,7,37,25,18,6,45
16,46,12,15,7,61,36,53,31,58,25,45,51,68,5,3,72,40,62,76
69,37,54,43,56,65,44,32,49,26,29,67,17,27,10,4,13,35,68,52
10,61,32,36,65,53,5,66,44,19,56,4,72,7,6,21,55,47,2,30
18,76,10,1,26,46,58,68,62,22,80,56,63,37,55,32,6,41,29,20
60,26,16,3,32,39,10,47,15,78,52,28,48,29,13,22,17,43,35,80
76,64,65,3,25,60,41,52,36,74,39,54,43,75,17,55,18,48,73,80
65,42,1,13,50,5,55,70,35,80,22,43,6,12,39,38,18,41,76,60
10,3,16,19,67,14,65,77,56,22,55,31,51,44,5,62,28,75,11,68
71,4,18,55,1,14,76,57,16,3,35,34,13,75,70,28,20,68,50,44
55,8,15,64,57,32,23,26,24,1,61,67,36,41,58,39,6,35,68,59
19,10,23,44,42,24,40,80,20,72,3,22,62,18,36,70,7,48,11,69
77,35,76,9,46,17,42,49,10,54,18,52,23,66,6,67,73,40,51,33
20,58,60,79,15,61,31,64,19,6,73,65,23,11,38,24,27,76,45,78
61,70,26,67,19,44,54,42,1,68,28,51,63,55,29,47,78,79,12,4
22,74,73,20,32,49,7,21,58,64,53,55,10,26,44,36,35,27,54,14
27,32,43,47,75,21,71,6,36,41,63,58,25,22,45,54,77,51,39,33
48,72,40,25,44,56,12,51,70,29,32,38,21,3,53,24,11,74,49,64
2,80,60,30,5,48,66,46,8,69,20,23,36,21,61,43,17,67,52,64
42,1,72,68,3,16,28,23,12,60,78,80,79,57,41,31,33,27,9,52
38,70,76,29,20,79,9,11,48,68,59,77,51,39,2,36,26,66,35,42
49,45,9,4,52,66,24,8,67,65,48,78,50,17,12,10,30,51,11,19
44,60,33,48,26,19,52,29,30,35,13,64,40,59,41,11,57,53,34,16
6,55,57,23,24,64,15,37,59,19,35,45,11,77,67,4,13,28,39,2
26,20,4,76,55,15,53,45,79,71,40,69,33,11,30,19,28,23,63,65
13,57,3,4,73,25,23,41,72,7,24,19,21,44,59,11,50,18,28,31
70,53,76,73,60,27,51,31,36,78,48,35,43,12,33,8,7,42,25,47
29,64,78,45,7,6,20,33,43,10,79,67,21,4,58,13,70,51,60,25
2,19,17,78,9,52,38,14,31,73,67,45,3,39,28,53,11,37,58,1
34,25,78,36,5,28,27,3,75,66,20,39,41,68,17,10,30,8,45,23
26,17,10,72,27,73,7,62,67,54,18,59,55,71,5,49,44,47,80,6
39,77,43,19,80,26,53,6,28,31,24,34,79,8,27,74,22,40,76,45
66,19,52,57,75,16,1,55,17,59,26,50,8,14,47,31,33,80,69,64
77,30,20,43,34,70,9,56,48,12,57,28,59,61,69,46,21,76,1,67
8,20,7,76,49,23,14,62,18,53,29,59,69,51,33,6,40,19,36,12
61,20,11,60,32,62,37,39,76,55,41,57,34,78,53,46,56,72,13,2
68,71,52,53,77,33,19,36,29,44,62,58,10,55,3,11,47,30,54,20
46,9,47,10,56,16,33,15,3,5,61,77,34,74,37,49,28,27,80,13
29,2,14,12,57,38,11,18,67,59,50,43,13,65,27,1,32,36,3,20
79,40,25,10,73,20,24,18,37,26,5,6,32,16,61,66,45,52,44,36
53,46,7,55,6,64,44,33,25,65,20,69,61,48,19,3,8,40,9,58
49,79,21,40,54,23,27,3,73,70,51,33,64,29,77,53,31,80,66,10
29,1,64,27,31,78,42,23,11,26,55,54,66,13,70,5,73,43,56,77
55,51,32,36,13,17,16,62,73,29,41,37,5,33,27,19,76,49,40,35
18,39,51,68,19,14,74,43,63,47,21,80,35,4,28,1,34,41,27,15
8,37,30,15,19,34,33,12,78,6,14,51,3,54,65,10,69,24,35,43
60,28,19,17,72,21,69,4,79,68,73,31,51,58,50,80,5,47,18,37
53,57,46,11,52,58,56,66,40,8,20,9,22,78,37,43,30,73,7,18
5,57,60,33,3,79,15,61,37,80,28,7,26,77,56,20,12,32,67,46
12,21,13,77,8,59,4,14,48,22,68,65,46,15,76,70,1,60,73,51
38,24,32,64,14,10,80,27,12,52,58,25,55,72,65,59,54,77,57,15
31,8,42,13,70,52,36,72,76,46,67,23,55,2,64,4,78,73,37,75
21,74,68,72,78,66,53,40,33,55,16,19,13,35,20,24,32,69,60,11
71,29,41,52,48,25,79,4,63,37,22,66,62,70,35,50,8,18,23,7
53,40,26,10,17,15,52,71,1,16,62,29,8,30,33,43,47,25,58,78
7,53,67,30,58,24,41,65,3,21,9,37,44,14,23,33,74,49,46,16
80,40,38,73,45,56,64,51,35,10,19,37,12,74,66,59,65,47,57,50
7,36,68,72,56,78,75,69,41,58,25,50,65,24,62,63,46,30,40,51
61,72,75,20,31,59,4,39,6,48,60,14,9,62,7,47,56,42,2,19
34,78,80,42,36,39,11,65,15,20,8,75,71,73,69,47,58,29,43,62
18,9,74,72,79,45,69,19,34,43,28,77,59,67,22,60,53,35,23,16
63,13,70,59,38,34,17,61,8,27,23,32,54,47,14,25,5,80,41,55
78,57,64,74,10,56,35,8,76,72,28,26,40,61,19,3,39,24,75,42
23,31,14,8,58,47,33,80,75,16,54,69,50,3,56,73,63,19,64,21
51,14,41,4,58,74,71,17,55,47,8,69,77,53,75,27,5,38,44,33
10,35,44,5,26,45,1,47,6,48,19,30,32,42,74,78,41,68,52,53
79,20,26,39,64,33,2,58,49,19,41,13,24,56,72,9,16,53,4,80
37,62,31,75,35,25,18,71,33,6,39,28,13,16,19,41,24,15,60,40
14,3,64,34,16,20,58,4,53,67,5,37,43,41,31,76,18,59,9,51
52,7,70,43,42,5,61,18,33,44,1,40,19,60,55,38,4,31,68,41
10,37,71,54,55,7,4,76,41,19,50,78,65,24,17,45,6,38,60,23
59,25,46,78,3,27,23,2,39,36,74,75,9,17,15,70,73,37,34,13
14,35,74,79,63,12,5,55,70,39,69,47,23,25,9,56,16,43,52,72
76,36,71,11,61,42,60,2,43,80,46,28,8,6,55,75,33,10,50,52
29,11,74,24,35,51,8,46,65,32,27,58,20,66,30,45,42,34,53,67
77,45,41,79,13,34,5,4,32,14,36,31,60,71,3,80,75,30,58,16
19,56,44,72,24,76,63,3,11,4,25,67,59,46,2,1,42,60,48,73
7,74,62,24,67,65,17,23,35,28,61,41,6,63,11,38,71,48,45,14
74,79,64,38,52,44,37,1,70,56,66,24,46,45,15,23,9,19,28,6
69,28,16,26,11,22,5,35,31,18,62,6,65,67,73,46,54,23,79,43
58,52,60,10,43,49,14,39,67,2,44,47,25,61,26,18,11,70,57,72
18,8,7,27,58,61,37,12,19,62,33,56,54,77,59,21,29,57,42,39
36,80,44,67,38,18,71,51,69,28,61,74,1,79,30,46,73,20,48,45
20,45,29,40,42,11,27,60,77,56,10,70,30,52,23,39,14,2,13,24
79,31,40,69,1,55,51,53,9,33,66,67,80,56,15,61,72,42,65,24
39,11,30,37,4,46,76,48,80,22,36,52,78,62,57,58,3,54,24,7
55,52,79,57,26,5,13,8,51,59,66,21,58,44,23,1,73,41,17,22
62,18,28,17,36,69,49,41,67,15,51,73,72,54,68,8,48,1,37,38
11,44,74,38,69,24,56,8,52,64,65,55,16,76,32,79,41,45,59,49
24,62,25,65,31,53,59,22,15,3,37,4,38,70,79,30,40,7,20,11
3,63,78,66,57,47,40,9,11,12,80,13,30,27,64,72,61,33,46,67
16,44,25,10,43,68,35,22,48,49,60,51,7,33,8,59,23,11,74,76
65,9,60,57,73,20,4,19,17,16,33,10,80,18,25,34,22,15,53,75
24,74,39,21,43,51,3,55,32,15,42,68,49,6,67,78,47,14,70,37
61,42,80,21,41,72,46,6,57,13,8,70,66,53,76,49,34,18,79,31
66,30,28,6,61,21,29,26,65,50,55,16,18,47,15,56,62,67,78,17
79,52,12,77,33,24,15,2,17,64,57,10,78,7,71,19,4,69,80,73
75,12,36,35,27,74,64,72,57,5,42,69,30,14,24,37,76,58,13,71
70,79,53,77,78,49,25,46,2,63,28,52,67,64,47,23,36,57,59,15
48,16,70,72,27,62,66,47,2,33,52,21,30,77,13,26,29,10,3,74
3,25,68,71,42,31,70,80,14,73,52,37,50,20,57,56,74,26,2,67
50,1,53,10,43,4,17,12,73,28,62,18,78,67,71,64,55,74,15,48
21,8,16,57,28,45,47,52,17,24,9,56,77,25,15,4,43,7,71,62
13,47,7,65,1,2,33,54,32,5,17,14,46,36,38,57,55,75,35,58
58,31,67,41,47,16,73,14,43,72,70,40,44,18,32,36,54,26,30,79
9,26,64,32,30,40,48,11,42,52,5,22,2,35,69,17,29,7,21,13
50,13,20,55,11,17,74,3,26,49,61,48,36,77,12,51,60,27,45,44
13,7,15,11,3,47,46,31,14,29,39,75,74,12,50,76,27,43,25,41
22,52,3,36,11,49,45,47,17,75,18,77,39,35,74,40,7,25,26,63
47,37,1,69,50,73,33,68,45,35,41,2,7,24,6,55,67,59,13,23
17,26,79,75,80,27,28,25,66,33,41,47,46,12,13,18,51,68,73,76
54,80,61,45,75,27,7,6,28,39,72,48,68,9,43,36,79,51,14,78
35,26,38,32,27,25,6,69,4,24,57,7,62,17,52,75,22,45,29,1
11,27,51,74,35,8,71,19,73,38,49,28,15,53,26,5,25,56,54,33
73,64,29,13,43,38,58,41,20,70,49,39,36,23,55,31,48,2,74,67
2,77,14,45,4,15,28,33,68,7,37,51,41,20,26,34,49,74,27,73
46,63,61,34,33,25,72,67,28,42,21,18,56,43,8,16,45,19,7,78
52,26,73,14,67,61,66,55,58,74,60,63,27,18,57,36,41,39,35,75
53,45,26,57,22,35,3,46,43,42,58,37,5,54,29,24,77,40,28,21
5,11,22,57,61,49,48,43,17,42,74,29,26,1,3,10,54,50,76,24
49,60,22,25,19,7,24,36,65,5,67,55,68,76,58,17,64,20,63,52
40,73,72,34,69,79,22,9,42,65,66,5,46,19,6,31,58,7,52,11
46,35,25,3,79,30,55,27,45,60,37,66,48,38,16,72,47,29,26,13
47,1,35,57,31,74,29,27,18,50,77,38,3,78,72,70,48,54,14,21
58,64,8,46,25,21,48,78,12,76,70,3,2,71,51,54,30,15,59,29
33,58,52,70,59,53,36,25,21,11,8,22,5,80,61,57,75,27,4,55
60,39,12,76,46,24,56,29,21,61,71,51,22,57,74,18,69,15,73,17
38,8,29,31,59,1,13,19,78,12,72,21,3,73,49,18,4,34,67,24
46,28,6,80,40,77,45,36,37,8,63,35,5,16,66,50,34,68,10,49
80,38,18,43,31,58,62,35,68,17,33,78,9,67,71,32,22,48,24,41
52,76,65,24,54,58,18,3,14,48,31,56,72,80,44,40,30,55,7,19
66,77,20,48,1,70,8,26,61,37,68,57,11,78,51,60,53,45,69,9
58,26,32,41,2,62,7,39,23,19,67,49,33,14,5,4,11,60,3,77
79,56,45,4,39,38,52,17,49,5,20,28,44,46,73,1,48,77,6,27
67,15,79,35,43,66,14,80,30,4,69,73,11,41,70,36,16,9,10,24
16,13,73,64,70,8,27,28,32,72,37,63,43,7,26,80,71,77,22,31
51,58,15,4,10,8,16,62,20,3,64,7,53,66,41,40,59,63,23,49
73,76,23,5,1,43,24,19,75,56,53,29,72,2,38,45,55,74,13,70
63,7,35,2,66,4,12,79,57,41,43,5,3,25,70,77,29,20,69,6
77,47,79,5,43,19,48,20,73,61,30,32,37,3,27,59,56,65,46,15
68,64,77,46,65,56,55,63,48,36,58,57,8,41,21,38,52,32,69,15
80,35,6,57,65,15,45,49,39,68,3,27,47,70,58,55,77,41,56,25
58,80,75,64,78,41,72,76,69,25,20,7,70,57,51,52,60,63,62,17
17,53,29,55,71,14,16,10,5,35,76,80,68,41,23,48,3,79,44,63
55,77,3,7,38,17,20,25,27,53,63,67,71,76,6,21,19,59,73,65
46,5,42,38,33,53,7,8,6,36,30,75,22,13,19,18,32,63,28,57
2,34,8,4,9,40,67,61,48,44,52,5,68,39,21,27,74,62,28,73
52,62,13,55,26,36,78,76,1,43,66,68,19,9,54,53,38,29,48,4
6,44,4,11,57,34,15,72,21,39,5,56,22,48,79,3,53,59,74,7
54,21,76,68,52,44,29,80,20,75,25,34,15,46,4,49,22,2,6,39
27,59,56,65,18,44,39,6,26,37,23,1,79,12,38,33,53,16,50,60
44,32,10,80,14,27,54,41,70,16,8,65,57,38,36,25,64,6,19,47
45,5,30,32,17,28,62,4,16,66,40,18,35,38,60,3,47,51,78,9
48,6,12,29,20,51,66,38,63,52,77,59,47,33,14,42,26,54,50,43
6,76,37,48,41,40,49,27,69,23,26,61,47,1,25,74,15,67,24,21
37,52,10,39,14,2,51,23,32,60,71,70,48,20,54,6,79,16,59,33
71,78,55,18,65,69,20,47,77,11,53,19,6,64,8,22,9,74,3,17
8,19,56,6,47,7,18,50,49,57,59,72,12,13,68,11,55,35,4,40
33,13,16,74,12,43,27,55,45,58,80,3,39,59,23,78,64,24,44,66
57,13,73,11,7,47,4,9,37,2,52,42,12,28,35,69,24,18,48,71
8,30,50,47,24,12,46,38,43,58,70,23,40,22,44,20,10,9,55,74
45,65,49,60,8,25,76,1,50,31,14,51,38,10,77,21,62,15,28,72
42,10,36,60,16,32,5,44,29,13,50,52,33,66,47,12,25,75,30,22
27,9,58,55,49,26,53,5,45,40,22,59,79,41,21,48,50,1,75,70
3,39,5,58,9,36,55,40,12,13,7,53,11,48,27,46,16,61,15,56
51,31,67,9,57,45,40,64,80,33,6,75,23,53,11,73,14,27,61,21
23,5,55,3,48,45,62,26,14,71,74,1,79,22,58,56,47,59,31,38
12,39,11,49,19,15,50,58,40,76,54,78,52,65,31,33,10,7,41,75
73,33,25,20,47,27,62,5,18,63,64,31,11,26,53,54,34,60,79,72
3,56,63,66,22,31,51,54,50,23,17,79,61,71,33,37,35,73,53,62
26,54,9,19,71,41,59,78,63,79,13,30,68,6,60,50,23,27,29,57
39,16,60,70,2,64,36,48,43,79,42,37,18,78,26,53,54,50,73,76
21,76,43,56,35,18,66,1,34,53,48,36,25,17,13,54,38,12,26,8
64,22,24,49,39,30,43,5,72,71,60,46,4,20,67,27,54,26,52,25
9,61,35,49,12,60,29,21,41,42,28,65,30,50,37,23,71,44,62,7
28,53,34,41,36,42,69,6,51,4,12,20,80,9,31,77,39,59,70,43
55,64,54,76,73,44,7,2,57,66,45,16,78,70,79,13,25,69,38,40
10,54,63,35,18,80,64,70,7,56,78,25,1,8,53,40,3,41,32,61
44,43,53,78,4,16,63,17,9,52,80,79,18,14,62,73,24,39,33,55
32,22,47,63,74,7,5,67,10,45,70,60,34,31,71,33,69,73,52,6
50,12,58,55,31,57,14,18,9,21,70,71,77,56,15,44,67,46,32,40
76,53,37,56,74,39,57,67,9,29,33,50,62,61,49,41,58,48,19,59
33,69,70,2,55,51,74,59,29,80,35,27,18,47,32,8,13,34,15,60
29,50,57,27,5,20,40,2,7,18,47,60,77,54,25,34,48,42,22,63
48,55,46,66,76,77,23,5,31,69,1,49,27,58,67,20,45,2,25,50
54,4,42,36,30,67,43,66,14,45,75,27,8,25,49,34,32,46,55,60
18,15,69,11,64,58,31,22,2,75,79,74,47,80,37,5,14,30,77,16
38,51,71,2,59,54,66,61,62,28,23,36,4,57,78,35,25,24,19,63
52,42,78,39,15,11,34,51,19,36,14,48,44,28,37,53,3,40,2,80
75,66,42,71,10,1,58,51,73,57,53,48,17,44,61,43,19,74,76,28
67,45,75,35,73,54,4,51,13,19,77,58,26,37,3,6,28,63,71,41
